Q8IVF2,PDB,4CN0
Q09666,PDB,4DRW
Q09666,PDB,4FTG
Q09666,PDB,4HRG
P20930,PDB,4PCW
P46013,PDB,1R21
P46013,PDB,2AFF
P46013,PDB,5J28
Q02817,PDB,6RBF
Q02817,PDB,6TM6
Q02817,PDB,7A5O
P06454,PDB,2L9I
P06454,PDB,2MNQ
Q9UQ35,PDB,5MQF
Q9UQ35,PDB,5XJC
Q9UQ35,PDB,5YZG
Q9UQ35,PDB,5Z56
Q9UQ35,PDB,5Z57
Q9UQ35,PDB,6FF4
Q9UQ35,PDB,6FF7
Q9UQ35,PDB,6ICZ
Q9UQ35,PDB,6QDV
Q9UQ35,PDB,6ZYM
Q9UQ35,PDB,7A5P
Q9UQ35,PDB,7DVQ
